timestamp;actual;predicted
13543;[0, 1, 2];[0, 1, 2]
13544;[0, 1, 2];[2]
13545;[0, 1, 2];[0, 1, 2]
13546;[0];[0]
13547;[0];[0]
13548;[0];[0]
13549;[0, 1, 2];[1, 2]
13550;[0, 1, 2];[0, 1, 2]
13551;[1, 2];[1, 2]
13552;[0, 1, 2];[1, 2]
13553;[0];[0, NP2]
13554;[0, 2];[0]
13555;[0, 2];[0]
13556;[0, 1, 2];[0, 2]
13557;[0, 1, 2];[0, 2]
13558;[0, 2];[0, 2]
13559;[0, 1, 2];[0, 1, 2]
13560;[1, 2];[1, 2]
13561;[0, 1, 2];[0]
13562;[0, 1, 2];[1, 2]
13563;[1, 2];[1, 2]
13564;[1, 2];[1, 2]
13565;[0, 1, 2];[0, 2]
13566;[0, 1, 2];[0, 1, 2]
13567;[0, 2];[0]
13568;[0, 1, 2];[0, 2]
13569;[0];[0]
13570;[0, 1, 2];[0, 2]
13571;[1, 2];[1, 2]
13572;[2];[2]
13573;[0, 1, 2];[0, 2]
13574;[0, 2];[0]
13575;[0, 2];[0, 2]
13576;[0, 1, 2];[0, 2]
13577;[0, 1, 2];[0, 1, 2]
13578;[0];[NP1]
13579;[0, 1, 2];[0, 1]
13580;[1, 2];[0, 1]
13581;[1, 2];[2]
13582;[0];[0]
13583;[0, 1, 2];[0, 1, 2]
13584;[0, 1, 2];[0, 1, 2]
13585;[1, 2];[1, 2]
13586;[0, 1, 2];[0, 1, 2]
13587;[0, 1, 2];[0, 1, 2]
13588;[1, 2];[1, 2]
13589;[0, 2];[0, 2]
13590;[0, 1, 2];[0, 1, 2]
13591;[0, 1, 2];[0, 2]
13592;[1, 2];[1, 2]
13593;[0, 1, 2];[0, 1, 2]
13594;[0, 1, 2];[0, 1, 2]
13595;[1, 2];[1, 2]
13596;[0];[0]
13597;[0];[0]
13598;[0, 2];[0]
13599;[0];[0]
13600;[1];[1, 2]
13601;[0, 1, 2];[0, 1, 2]
13602;[0, 1, 2];[0, 2]
13603;[0, 1, 2];[0, 1, 2]
13604;[0];[0]
13605;[1, 2];[1, 2]
13606;[0, 1, 2];[0, 2]
13607;[0, 1, 2];[0, 2]
13608;[0, 2];[0]
13609;[1, 2];[1, 2]
13610;[0, 1, 2];[0, 2]
13611;[1, 2];[2]
13612;[0, 1, 2];[0, 1, 2]
13613;[0, 2];[0]
13614;[0, 2];[0, 2]
13615;[1, 2];[1, 2]
13616;[1, 2];[1, 2]
13617;[1, 2];[1, 2]
13618;[1, 2];[0]
13619;[0, 1, 2];[0, 2]
13620;[0, 2];[0]
13621;[0];[0]
13622;[0];[0]
13623;[0, 1, 2];[0, 1, 2]
13624;[0, 1, 2];[0, 1, 2]
13625;[1, 2];[1, 2]
13626;[0];[0]
13627;[0, 1, 2];[0, 1, 2]
13628;[0, 1, 2];[0, 1, 2]
13629;[0, 1, 2];[0, 1, 2]
13630;[0];[0]
13631;[0, 2];[2]
13632;[0, 1, 2];[0, 1, 2]
13633;[1, 2];[1, 2]
13634;[1, 2];[1, 2]
13635;[0, 1, 2];[0, 1, 2]
13636;[1, 2];[1, 2]
13637;[0, 1, 2];[0, 1]
13638;[1, 2];[1, 2]
13639;[0, 1, 2];[1, 2]
13640;[0, 1, 2];[0, 1, 2]
13641;[1, 2];[1, 2]
13642;[0, 2];[0, 2]
13643;[0];[0]
13644;[1, 2];[1, 2]
13645;[0, 1, 2];[0, 2]
13646;[0, 1, 2];[0, 2]
13647;[0, 1, 2];[0, 2]
13648;[0, 1, 2];[0, 1, 2]
13649;[0];[0]
13650;[1, 2];[1, 2]
13651;[0, 1, 2];[0, 1, 2]
13652;[1, 2];[1]
13653;[0];[0]
13654;[0];[0]
13655;[0, 2];[0]
13656;[0, 2];[0, 2]
13657;[1, 2];[1, 2]
13658;[0, 1, 2];[0, 1]
13659;[0, 1, 2];[0, 2]
13660;[0, 1, 2];[0, 2]
13661;[0, 2];[0, 2]
13662;[0, 1, 2];[0, 2]
13663;[0, 1, 2];[0, 1]
13664;[1, 2];[1]
13665;[0, 1, 2];[0, 2]
13666;[1, 2];[1, 2]
13667;[0];[0]
13668;[1, 2];[1, 2]
13669;[0, 1, 2];[0, 1]
13670;[0];[0]
13671;[1, 2];[1, 2]
13672;[0, 1, 2];[0]
13673;[1, 2];[1, 2]
13674;[1, 2];[1, 2]
13675;[0, 1, 2];[0, 1]
13676;[1, 2];[1, 2]
13677;[0, 1, 2];[0, 1]
13678;[0, 2];[0, 2]
13679;[0];[NP3, 0]
13680;[0, 2];[0, 2]
13681;[1, 2];[1, 2]
13682;[0, 2];[0, 2]
13683;[0, 2];[0]
13684;[0, 1, 2];[0, 1, 2]
13685;[0, 1, 2];[0, 2]
13686;[1, 2];[1, 2]
13687;[0, 1, 2];[0, 2]
13688;[1, 2];[0, 1]
13689;[0];[NP3]
13690;[0, 1, 2];[0, 1, 2]
13691;[1, 2];[1, 2]
13692;[0, 1, 2];[0, 1, 2]
13693;[1, 2];[1, 2]
13694;[0, 2];[0]
13695;[0, 2];[0, 2]
13696;[0];unknwon
13697;[0];[0]
13698;[1, 2];[1, 2]
13699;[1, 2];[0, 1, 2]
13700;[0, 2];[0, 2]
13701;[0, 1, 2];[0, 1, 2]
13702;[1, 2];[1, 2]
13703;[1, 2];[0, 1, 2]
13704;[1, 2];[1, 2]
13705;[1, 2];[0, 1, 2]
13706;[0, 1, 2];[0, 2]
13707;[0, 1, 2];[0, 2]
13708;[0, 1, 2];[0, 2]
13709;[0];[0]
13710;[0];[2]
13711;[0, 1, 2];[0, 1, 2]
13712;[1];[1]
13713;[0];[0]
13714;[0, 1, 2];[0, 1, 2]
13715;[0, 2];[0]
13716;[0];[0]
13717;[0, 1, 2];[0, 1]
13718;[1, 2];[1, 2]
13719;[1, 2];[1, 2]
13720;[0, 1, 2];[0, 2]
13721;[0, 1, 2];[0, 1, 2]
13722;[1, 2];[1, 2]
13723;[1, 2];[1, 2]
13724;[0, 1, 2];[0, 1]
13725;[0, 1, 2];[0, 2]
13726;[0, 1, 2];[0, 2]
13727;[0, 1, 2];[0, 1, 2]
13728;[1, 2];[1, 2]
13729;[0, 1, 2];[0, 1, 2]
13730;[1, 2];[1, 2]
13731;[1, 2];[1, 2]
13732;[0, 2];[0]
13733;[0, 1, 2];[0, 2]
13734;[1, 2];[0, 1, 2]
13735;[1, 2];[1, 2]
13736;[1, 2];[0, 1, 2]
13737;[1, 2];[1, 2]
13738;[0, 1, 2];[0, 2]
13739;[1, 2];[1, 2]
13740;[0, 1, 2];[0, 2]
13741;[0];[NP3, 0]
13742;[0, 1, 2];[0, 2]
13743;[1, 2];[0, 1, 2]
13744;[1, 2];[0, 1]
13745;[1, 2];[1, 2]
13746;[0, 2];[0, 2]
13747;[1, 2];[1, 2]
13748;[1, 2];[0, 1, 2]
13749;[0, 2];[0, 2]
13750;[0, 1, 2];[0, 1]
13751;[1, 2];[0, 1, 2]
13752;[1, 2];[1, 2]
13753;[0];[0]
13754;[0];[0]
13755;[1, 2];[1, 2]
13756;[1, 2];[1, 2]
13757;[0, 2];[0]
13758;[0, 1, 2];[0, 1, 2]
13759;[0];[0]
13760;[0];[0]
13761;[0, 1, 2];[0, 2]
13762;[1, 2];[1, 2]
13763;[1, 2];[1, 2]
13764;[1, 2];[1, 2]
13765;[0, 2];[0, 2]
13766;[1, 2];[1, 2]
13767;[0, 1, 2];[0, 2]
13768;[0];[0]
13769;[1, 2];[1, 2]
13770;[1, 2];[1, 2]
13771;[1, 2];[0, 1, 2]
13772;[0];[0]
13773;[0, 1, 2];[0, 1, 2]
13774;[1, 2];[1, 2]
13775;[0, 2];[0]
13776;[1, 2];[1, 2]
13777;[0];[0]
13778;[0, 1, 2];[0, 1, 2]
13779;[1, 2];[1, 2]
13780;[1, 2];[1, 2]
13781;[1, 2];[1, 2]
13782;[0, 1, 2];[0, 1, 2]
13783;[1, 2];[1, 2]
13784;[1];[1, 2]
13785;[0];[NP1]
13786;[0, 1, 2];[1, 2]
13787;[0, 1, 2];[0, 2]
13788;[0, 1, 2];[0, 2]
13789;[0, 1, 2];[1, 2]
13790;[0, 2];[0, 2]
13791;[1, 2];[0, 1, 2]
13792;[1, 2];[1, 2]
13793;[0];[0]
13794;[1, 2];[1, 2]
13795;[0];[0]
13796;[0, 1, 2];[0, 2]
13797;[1, 2];[1, 2]
13798;[1, 2];[1, 2]
13799;[1, 2];[1, 2]
13800;[0, 1, 2];[0, 2]
13801;[0, 2];[0]
13802;[0, 1, 2];[0, 2]
13803;[0, 1, 2];[0, 1, 2]
13804;[1, 2];[1, 2]
13805;[0, 2];[0]
13806;[1, 2];[1, 2]
13807;[0];[NP1]
13808;[1, 2];[1, 2]
13809;[0, 1, 2];[0, 1, 2]
13810;[0, 2];[0]
13811;[0];[0]
13812;[1, 2];[1, 2]
13813;[0, 1, 2];[0, 1]
13814;[0, 1, 2];[0, 1, 2]
13815;[0];[0]
13816;[1, 2];[1, 2]
13817;[0, 1, 2];[0, 1, 2]
13818;[1, 2];[1, 2]
13819;[1, 2];[1, 2]
13820;[0, 2];[0, 2]
13821;[0, 1, 2];[0, 2]
13822;[1, 2];[1, 2]
13823;[1, 2];[1]
13824;[0, 1, 2];[0, 2]
13825;[0, 2];[0, 2]
13826;[1, 2];[0, 1]
13827;[1, 2];[0, 1, 2]
13828;[0, 1, 2];[0, 1]
13829;[1, 2];[1, 2]
13830;[0];[0]
13831;[1, 2];[1, 2]
13832;[0, 2];[0]
13833;[0, 1, 2];[0, 1, 2]
13834;[0, 1, 2];[0, 1, 2]
13835;[1, 2];[1, 2]
13836;[0];[0]
13837;[1, 2];[1, 2]
13838;[0, 1, 2];[0, 1, 2]
13839;[0, 1, 2];[0, 2]
13840;[1, 2];[1, 2]
13841;[1, 2];[1, 2]
13842;[0, 1, 2];[0, 1, 2]
13843;[1, 2];[1, 2]
13844;[1, 2];[1, 2]
13845;[0, 1, 2];[1, 2]
13846;[1, 2];[1, 2]
13847;[1, 2];[1, 2]
13848;[0, 1, 2];[1, 2]
13849;[1, 2];[1, 2]
13850;[1, 2];[1, 2]
13851;[0, 1, 2];[0, 1, 2]
13852;[1, 2];[1, 2]
13853;[0];[0]
13854;[0, 2];[0]
13855;[0, 1, 2];[0, 1, 2]
13856;[1, 2];[0, 1]
13857;[0, 1, 2];[0, 1]
13858;[1, 2];[1, 2]
13859;[1, 2];[1, 2]
13860;[1, 2];[1, 2]
13861;[1, 2];[1, 2]
13862;[1, 2];[1, 2]
13863;[0, 1, 2];[0, 2]
13864;[1, 2];[1, 2]
13865;[0, 1, 2];[0, 1, 2]
13866;[0];[0]
13867;[0];[0]
13868;[0, 1, 2];[0, 2]
13869;[0, 1, 2];[0, 2]
13870;[0, 1, 2];[0, 1, 2]
13871;[0, 2];[0, 2]
13872;[1];[1, 2]
13873;[0, 1, 2];[0, 1]
13874;[0];[0]
13875;[0, 1, 2];[0, 1, 2]
13876;[0];[0]
13877;[0, 1, 2];[0, 1, 2]
13878;[1, 2];[0, 1]
13879;[0, 1, 2];[0, 2]
13880;[0, 1, 2];[0, 2]
13881;[1, 2];[1, 2]
13882;[0, 1, 2];[0, 1, 2]
13883;[1, 2];[2]
13884;[1, 2];[0, 1]
13885;[0, 1, 2];[0, 1, 2]
13886;[0, 1, 2];[0, 1, 2]
13887;[1, 2];[1, 2]
13888;[1, 2];[1, 2]
13889;[1, 2];[1, 2]
13890;[0];[0]
13891;[0];[NP1]
13892;[0, 1, 2];[0, 1, 2]
13893;[1, 2];[1, 2]
13894;[1];[1, 2]
13895;[0, 1, 2];[0, 2]
13896;[0, 1, 2];[0, 1, 2]
13897;[0, 1, 2];[0]
13898;[0, 2];[0, 2]
13899;[0, 1, 2];[0, 2]
13900;[0];[0]
13901;[0, 1, 2];[0, 2]
13902;[1, 2];[1, 2]
13903;[0, 1, 2];[0, 2]
13904;[0, 1, 2];[0, 1]
13905;[0, 1, 2];[0, 2]
13906;[1, 2];[1, 2]
13907;[0, 1, 2];[0, 2]
13908;[1, 2];[1, 2]
13909;[1, 2];[1, 2]
13910;[1, 2];[1, 2]
13911;[0, 1, 2];[0, 2]
13912;[0, 1, 2];[0, 2]
13913;[0, 1, 2];[0, 2]
13914;[0, 1, 2];[0, 1, 2]
13915;[0, 2];[0, 2]
13916;[1];[1, 2]
13917;[0, 1, 2];[0, 2]
13918;[0, 1, 2];[0, 1, 2]
13919;[0, 1, 2];[0, 2]
13920;[0, 1, 2];[0, 2]
13921;[0, 1, 2];[0, 2]
13922;[0];[0]
13923;[1, 2];[1, 2]
13924;[1, 2];[1, 2]
13925;[0, 2];[0]
13926;[0, 1, 2];[0, 1, 2]
13927;[1, 2];[1, 2]
13928;[0, 2];[0, 2]
13929;[0, 1, 2];[0, 1, 2]
13930;[0, 1, 2];[0, 2]
13931;[1, 2];[1, 2]
13932;[0, 2];[0, 2]
13933;[0, 1, 2];[0, 2]
13934;[0, 1, 2];[0, 1, 2]
13935;[0, 1, 2];[0, 2]
13936;[0];[0]
13937;[0, 1, 2];[0]
13938;[1, 2];[1, 2]
13939;[0];[0]
13940;[1, 2];[1]
13941;[0, 2];[2]
13942;[0, 1, 2];[0, 1, 2]
13943;[0];[0]
13944;[1, 2];[1, 2]
13945;[0, 2];[0]
13946;[0, 1, 2];[0, 2]
13947;[0];[0]
13948;[0];[0]
13949;[0, 1, 2];[0, 1, 2]
13950;[1, 2];[1, 2]
13951;[0, 2];[0]
13952;[1, 2];[1, 2]
13953;[1, 2];[1, 2]
13954;[0, 1, 2];[0, 1, 2]
13955;[1, 2];[1, 2]
13956;[0, 1, 2];[0, 2]
13957;[0, 1, 2];[0, 1, 2]
13958;[0, 1, 2];[0, 2]
13959;[1];[1, 2]
13960;[0, 1, 2];[0, 1]
13961;[0];[NP3]
13962;[1, 2];[1, 2]
13963;[0, 1, 2];[0, 1, 2]
13964;[0];[0]
13965;[0, 1, 2];[0, 1, 2]
13966;[1, 2];[1, 2]
13967;[0, 1, 2];[1, 2]
13968;[1, 2];[2]
13969;[0, 1, 2];[0, 1, 2]
13970;[0, 1, 2];[0, 1, 2]
13971;[0, 1, 2];[0, 1, 2]
13972;[0, 1, 2];[0, 1, 2]
13973;[1, 2];[1, 2]
13974;[0, 2];[0, 2]
13975;[1, 2];[0, 2]
13976;[0, 1, 2];[0, 1, 2]
13977;[0];[0]
13978;[0];[0]
13979;[0];[NP2]
13980;[1, 2];[1, 2]
13981;[0];[0]
13982;[0, 1, 2];[0, 2]
13983;[1, 2];[0, 1, 2]
13984;[0, 1, 2];[0]
13985;[1, 2];[1, 2]
13986;[0, 2];[0, 2]
13987;[0, 1, 2];[0, 1, 2]
13988;[1, 2];[1, 2]
13989;[0, 1, 2];[0, 2]
13990;[1, 2];[0, 1, 2]
13991;[1, 2];[1, 2]
13992;[0, 1, 2];[0, 1, 2]
13993;[0, 1, 2];[0, 2]
13994;[1, 2];[1, 2]
13995;[0, 2];[0, 2]
13996;[0, 1, 2];[0, 1, 2]
13997;[1, 2];[1, 2]
13998;[1, 2];[1]
13999;[0];[0]
14000;[0, 1, 2];[0, 1, 2]
14001;[1, 2];[2]
14002;[1, 2];[1, 2]
14003;[1, 2];[1, 2]
14004;[1, 2];[1, 2]
14005;[0, 1, 2];[0, 1, 2]
14006;[1, 2];[1]
14007;[0, 1, 2];[0, 2]
14008;[0];[NP3, 0]
14009;[0, 1, 2];[2]
14010;[1, 2];[1, 2]
14011;[0, 1, 2];[0, 2]
14012;[1, 2];[1, 2]
14013;[0, 2];[0, 2]
14014;[0, 1, 2];[0, 1, 2]
14015;[1, 2];[1, 2]
14016;[0, 1, 2];[0, 1, 2]
14017;[1, 2];[1, 2]
14018;[0, 1, 2];[0]
14019;[1, 2];[1, 2]
14020;[1, 2];[1, 2]
14021;[0, 1, 2];[0, 1, 2]
14022;[0];[0]
14023;[0, 1, 2];[0, 1, 2]
14024;[0, 1, 2];[1, 2]
14025;[0, 1, 2];[0, 2]
14026;[1, 2];[1, 2]
14027;[0, 1, 2];[0, 2]
14028;[1, 2];[1, 2]
14029;[0];[0]
14030;[0];[0]
14031;[0, 1, 2];[0, 1, 2]
14032;[0, 2];[0]
14033;[0, 1, 2];[0, 2]
14034;[0];[0]
14035;[0, 1, 2];[0, 1, 2]
14036;[0];[0]
14037;[1, 2];[1, 2]
14038;[0, 1, 2];[0, 1, 2]
14039;[1, 2];[1, 2]
14040;[0, 1, 2];[0, 2]
14041;[1, 2];[1, 2]
14042;[1, 2];[1, 2]
14043;[1, 2];[1, 2]
14044;[0, 1, 2];[0, 1, 2]
14045;[1, 2];[1, 2]
14046;[0, 1, 2];[0, 2]
14047;[0, 1, 2];[0]
14048;[0, 1, 2];[0, 2]
14049;[1, 2];[1, 2]
14050;[1];[1, 2]
14051;[0, 1, 2];[0, 1, 2]
14052;[0, 1, 2];[0, 2]
14053;[0];[0]
14054;[1, 2];[1, 2]
14055;[0, 1, 2];[0, 1]
14056;[1, 2];[0, 1, 2]
14057;[0, 1, 2];[0, 1, 2]
14058;[0, 2];[0]
14059;[1, 2];[0, 1, 2]
14060;[0, 2];[0]
14061;[0];[0]
14062;[1, 2];[1, 2]
14063;[1, 2];[1, 2]
14064;[0, 1, 2];[0, 1, 2]
14065;[0, 1, 2];[0, 1]
14066;[0, 1, 2];[0, 1, 2]
14067;[0, 2];[0, 2]
14068;[1, 2];[1, 2]
14069;[0, 2];[0]
14070;[1, 2];[1, 2]
14071;[1, 2];[1, 2]
14072;[0, 1, 2];[0, 2]
14073;[0, 1, 2];[0, 1, 2]
14074;[0, 1, 2];[0, 2]
14075;[0, 1, 2];[0, 1, 2]
14076;[1];[1]
14077;[0, 1, 2];[0, 2]
14078;[1, 2];[0, 1, 2]
14079;[0];[0]
14080;[0, 1, 2];[0, 1, 2]
14081;[0, 1, 2];[0, 2]
14082;[0];[0]
14083;[1, 2];[1, 2]
14084;[0, 1, 2];[0, 2]
14085;[0, 1, 2];[0]
14086;[0, 1, 2];[0, 2]
14087;[1];[1, 2]
14088;[0];[0]
14089;[0, 1, 2];[0, 2]
14090;[0, 1, 2];[0, 2]
14091;[0, 2];[2]
14092;[0, 1, 2];[0, 1, 2]
14093;[1, 2];[1, 2]
14094;[0, 2];[0]
14095;[1, 2];[1, 2]
14096;[1, 2];[1, 2]
14097;[1, 2];[1, 2]
14098;[0, 1, 2];[0, 2]
14099;[0, 1, 2];[0, 1, 2]
14100;[0, 1, 2];[0, 1, 2]
14101;[0, 1, 2];[0, 1]
14102;[0, 1, 2];[0, 2]
14103;[0, 2];[0]
14104;[0, 2];[0, 2]
14105;[1, 2];[1, 2]
14106;[0, 1, 2];[1, 2]
14107;[1, 2];[1]
14108;[0, 1, 2];[0, 2]
14109;[0];[0]
14110;[0, 1, 2];[0, 1, 2]
14111;[1, 2];[1, 2]
14112;[0, 2];[0, 2]
14113;[0, 1, 2];[0, 1, 2]
14114;[0, 1, 2];[0, 2]
14115;[0, 1, 2];[0, 2]
14116;[0, 2];[0]
14117;[1, 2];[1, 2]
14118;[0, 1, 2];[0, 1, 2]
14119;[0, 1, 2];[0, 2]
14120;[1, 2];[1, 2]
14121;[1, 2];[0, 1]
14122;[0];[0]
14123;[0];[0]
14124;[0, 1, 2];[0, 1, 2]
14125;[0, 1, 2];[0, 2]
14126;[0, 1, 2];[0, 1, 2]
14127;[1, 2];[1, 2]
14128;[1, 2];[1, 2]
14129;[1, 2];[1, 2]
14130;[0, 2];[0, 2]
14131;[0, 1, 2];[0, 2]
14132;[0, 1, 2];[0, 1, 2]
14133;[0, 1, 2];[0, 2]
14134;[0, 1, 2];[0, 2]
14135;[1, 2];[1, 2]
14136;[0];[0]
14137;[0, 1, 2];[0, 2]
14138;[1, 2];[0, 1]
14139;[0];[0, NP2]
14140;[0, 1, 2];[0, 1]
14141;[0, 1, 2];[0, 1, 2]
14142;[0];[NP3]
14143;[0, 1, 2];[0, 2]
14144;[0, 2];[0]
14145;[0];[0]
14146;[0];[0]
14147;[0, 1, 2];[0, 1, 2]
14148;[1, 2];[1, 2]
14149;[0, 1, 2];[0, 1, 2]
14150;[0];[0]
14151;[0, 1, 2];[0, 1, 2]
14152;[0];[0]
14153;[1, 2];[1, 2]
14154;[0, 1, 2];[0, 2]
14155;[0];[0]
14156;[0, 1, 2];[0, 1, 2]
14157;[1, 2];[1, 2]
14158;[0];[0, 2]
14159;[0, 1, 2];[0, 1, 2]
14160;[1, 2];[1, 2]
14161;[0];[0]
14162;[0, 1, 2];[0]
14163;[0, 2];[0, 2]
14164;[1, 2];[1, 2]
14165;[1, 2];[1, 2]
14166;[0];[0]
14167;[0, 1, 2];[0, 2]
14168;[0, 1, 2];[0, 1, 2]
14169;[0, 1, 2];[0, 2]
14170;[1, 2];[0]
14171;[0, 1, 2];[0, 1, 2]
14172;[0, 2];[0, 2]
14173;[1, 2];[1, 2]
14174;[0, 1, 2];[0, 2]
14175;[1, 2];[1, 2]
14176;[1, 2];[1, 2]
14177;[0, 1, 2];[1, 2]
14178;[1, 2];[1, 2]
14179;[0];[0]
14180;[1, 2];[1, 2]
14181;[0, 1, 2];[0, 1, 2]
14182;[0, 1, 2];[0, 2]
14183;[0, 1, 2];[0, 1]
14184;[0, 2];[0, 2]
14185;[0, 2];[0, 2]
14186;[0, 1, 2];[1, 2]
14187;[1, 2];[1, 2]
14188;[0, 2];[0, 2]
14189;[0, 1, 2];[0, 2]
14190;[1, 2];[1, 2]
14191;[0];[0]
14192;[0, 1, 2];[1, 2]
14193;[0, 1, 2];[0, 2]
14194;[0, 1, 2];[0, 1, 2]
14195;[0, 1, 2];[0]
14196;[0, 1, 2];[0, 1, 2]
14197;[1, 2];[1, 2]
14198;[0, 2];[0]
14199;[0, 1, 2];[1, 2]
14200;[0, 2];[0, 2]
14201;[0, 1, 2];[0, 2]
14202;[0, 1, 2];[0, 2]
14203;[0, 1, 2];[0, 1, 2]
14204;[1, 2];[1, 2]
14205;[0, 1, 2];[0, 1, 2]
14206;[1, 2];[1, 2]
14207;[0, 1, 2];[0, 2]
14208;[0, 1, 2];[0, 2]
14209;[1, 2];[1, 2]
14210;[1, 2];[1, 2]
14211;[1, 2];[1, 2]
14212;[0, 1, 2];[0, 2]
14213;[0, 1, 2];[0, 2]
14214;[0, 1, 2];[0, 1]
14215;[0, 1, 2];[0, 2]
14216;[0, 1, 2];[0, 1]
14217;[0];[0]
14218;[0];[0]
14219;[0, 1, 2];[0, 1]
14220;[1, 2];[1, 2]
14221;[0, 1, 2];[0, 2]
14222;[0, 1, 2];[0, 1, 2]
14223;[0];[0]
14224;[0];[0]
14225;[0, 2];[0, 2]
14226;[0, 1, 2];[0, 2]
14227;[0, 2];[0]
14228;[0, 1, 2];[0, 1]
14229;[1, 2];[1, 2]
14230;[0, 2];[0, 2]
14231;[0, 1, 2];[0, 2]
14232;[1, 2];[1, 2]
14233;[1, 2];[1, 2]
14234;[0, 1, 2];[1, 2]
14235;[1, 2];[1, 2]
14236;[0, 1, 2];[0, 2]
14237;[0, 1, 2];[0, 2]
14238;[0, 1, 2];[0, 1, 2]
14239;[1, 2];[1, 2]
14240;[0, 2];[0, 2]
14241;[0];unknwon
14242;[0, 1, 2];[0, 1]
14243;[1, 2];[1, 2]
14244;[1, 2];[1, 2]
14245;[0, 1, 2];[0]
14246;[0, 1, 2];[1, 2]
14247;[0, 1, 2];[1, 2]
14248;[0];[0]
14249;[1, 2];[1, 2]
14250;[0, 1, 2];[0, 1]
14251;[1, 2];[1]
14252;[0];[NP3]
14253;[0, 1, 2];[0, 1, 2]
14254;[0, 1, 2];[0, 2]
14255;[0, 2];[0]
14256;[1, 2];[1, 2]
14257;[1, 2];[1, 2]
14258;[1, 2];[1, 2]
14259;[0, 2];[0, 2]
14260;[0];[0]
14261;[0];[0, NP3]
14262;[0, 2];[0, 2]
14263;[0, 1, 2];[2]
14264;[0, 1, 2];[0, 2]
14265;[0, 1, 2];[0, 2]
14266;[0, 1, 2];[0, 2]
14267;[0];[NP2]
14268;[1, 2];[1, 2]
14269;[0, 1, 2];[0, 1, 2]
14270;[0];[0]
14271;[1, 2];[1, 2]
14272;[0, 1, 2];[0, 2]
14273;[1, 2];[1, 2]
14274;[0, 1, 2];[0, 2]
14275;[0];[0, NP3]
14276;[0];[0, 2]
14277;[0, 1, 2];[0, 1, 2]
14278;[0, 1, 2];[0, 1, 2]
14279;[0, 1, 2];[0, 2]
14280;[1, 2];[1, 2]
14281;[1, 2];[1]
14282;[1, 2];[1, 2]
14283;[0];[0]
14284;[0, 1, 2];[0, 1, 2]
14285;[0, 2];[0, 2]
14286;[1, 2];[1, 2]
14287;[1, 2];[1, 2]
14288;[1, 2];[1, 2]
14289;[0, 1, 2];[0, 1, 2]
14290;[0];[0, NP2]
14291;[1, 2];[1, 2]
14292;[1, 2];[1, 2]
14293;[1, 2];[1, 2]
14294;[0, 2];[0, 2]
14295;[1, 2];[1, 2]
14296;[0];[0]
14297;[0, 1, 2];[0, 2]
14298;[0, 2];[0]
14299;[1, 2];[1]
14300;[0];[0]
14301;[0];[0]
14302;[0, 1, 2];[0, 1, 2]
14303;[1, 2];[1, 2]
14304;[0, 1, 2];[0, 2]
14305;[0];[0]
14306;[1, 2];[0, 1]
14307;[0, 2];[0, 2]
14308;[1, 2];[1, 2]
14309;[0, 2];[0]
14310;[1, 2];[1, 2]
14311;[0, 1, 2];[0, 1, 2]
14312;[0, 1, 2];[0, 1, 2]
14313;[0, 1, 2];[0, 2]
14314;[0, 1, 2];[0, 1]
14315;[0];[0]
14316;[0];[0]
14317;[0, 1, 2];[0, 2]
14318;[1];[1, 2]
14319;[0, 1, 2];[0, 2]
14320;[1, 2];[1, 2]
14321;[0];[0]
14322;[0];[0]
14323;[0];[0]
14324;[1, 2];[1, 2]
14325;[0, 1, 2];[0, 1, 2]
14326;[1, 2];[1, 2]
14327;[0, 2];[0]
14328;[0, 1, 2];[1, 2]
14329;[0, 1, 2];[0, 2]
14330;[1, 2];[1, 2]
14331;[0];[0]
14332;[1, 2];[1, 2]
14333;[0, 1, 2];[0]
14334;[1, 2];[1, 2]
14335;[0, 1, 2];[0, 1, 2]
14336;[0, 2];[0, 2]
14337;[1, 2];[1]
14338;[1, 2];[1, 2]
14339;[0];[0]
14340;[1, 2];[1, 2]
14341;[1, 2];[2]
14342;[0];[0]
14343;[1, 2];[1, 2]
14344;[0, 1, 2];[0, 1, 2]
14345;[0, 2];[0, 2]
14346;[0];[0]
14347;[1];[1]
14348;[0, 1, 2];[0, 2]
14349;[0];[0]
14350;[1, 2];[1, 2]
14351;[1, 2];[1, 2]
14352;[0];[0]
14353;[0, 1, 2];[0, 1, 2]
14354;[1, 2];[1, 2]
14355;[0, 1, 2];[0, 1, 2]
14356;[0, 1, 2];[0, 2]
14357;[1, 2];[1, 2]
14358;[0, 1, 2];[0, 2]
14359;[0, 1, 2];[0, 1, 2]
14360;[0, 2];[0, 2]
14361;[0, 1, 2];[0, 2]
14362;[0, 1, 2];[0, 2]
14363;[1, 2];[1, 2]
14364;[1, 2];[1, 2]
14365;[1, 2];[1, 2]
14366;[1];[1]
14367;[0, 1, 2];[1, 2]
14368;[0, 2];[0]
14369;[1, 2];[1, 2]
14370;[0, 1, 2];[0, 2]
14371;[0, 1, 2];[0, 1, 2]
14372;[0, 2];[0, 2]
14373;[0, 1, 2];[0, 1, 2]
14374;[0];[NP2]
14375;[0, 1, 2];[0, 1, 2]
14376;[1, 2];[1, 2]
14377;[0];[0, 2]
14378;[0, 1, 2];[0, 1]
14379;[0, 1, 2];[0, 2]
14380;[0, 2];[0]
14381;[0, 1, 2];[0]
14382;[0];[0]
14383;[1, 2];[1, 2]
14384;[1, 2];[1, 2]
14385;[1, 2];[1, 2]
